OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysActivity_Census_Tract_Estimate,PhysActivity_Estimate_Confidence_Interval,PhysActivity_Map_Symbol_withinHSR,PhysActivity_County_Regional_Estimate,PhysActivity_Map_Symbol_State,PhysActivity_State_Estimate
704,8035014300,"Census Tract 143, Douglas County, Colorado",Douglas,698,3,12.2,95% C.I.: 11.7 - 12.6,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
705,8035014107,"Census Tract 141.07, Douglas County, Colorado",Douglas,2774,3,10.3,95% C.I.: 9.9 - 10.6,Middle Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
706,8035014122,"Census Tract 141.22, Douglas County, Colorado",Douglas,4962,3,10.7,95% C.I.: 10.3 - 11.1,Fourth Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
707,8035014602,"Census Tract 146.02, Douglas County, Colorado",Douglas,2188,3,11.4,95% C.I.: 11 - 11.8,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
708,8035013901,"Census Tract 139.01, Douglas County, Colorado",Douglas,6007,3,11.1,95% C.I.: 10.7 - 11.7,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
709,8035014503,"Census Tract 145.03, Douglas County, Colorado",Douglas,4223,3,11.3,95% C.I.: 10.8 - 11.8,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
710,8035013909,"Census Tract 139.09, Douglas County, Colorado",Douglas,4640,3,10.1,95% C.I.: 9.7 - 10.6,Middle Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
711,8101003600,"Census Tract 36, Pueblo County, Colorado",Pueblo,1555,7,22.8,95% C.I.: 21.7 - 23.9,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
712,8101003500,"Census Tract 35, Pueblo County, Colorado",Pueblo,1697,7,27.7,95% C.I.: 26.5 - 29,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
713,8101002916,"Census Tract 29.16, Pueblo County, Colorado",Pueblo,2357,7,23.7,95% C.I.: 22.8 - 24.7,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
714,8101002914,"Census Tract 29.14, Pueblo County, Colorado",Pueblo,2439,7,23.5,95% C.I.: 22.5 - 24.6,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
715,8063962200,"Census Tract 9622, Kit Carson County, Colorado",Kit Carson,1005,5,21.9,95% C.I.: 19.3 - 25.6,Highest Quintile,County/Regional Estimate 28% (95% C.I.: 18.1 - 38),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
716,8063962300,"Census Tract 9623, Kit Carson County, Colorado",Kit Carson,795,5,24.3,95% C.I.: 21.9 - 27,Highest Quintile,County/Regional Estimate 28% (95% C.I.: 18.1 - 38),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
717,8063962100,"Census Tract 9621, Kit Carson County, Colorado",Kit Carson,4254,5,20.9,95% C.I.: 18.4 - 26.3,Fourth Quintile,County/Regional Estimate 28% (95% C.I.: 18.1 - 38),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
718,8101002912,"Census Tract 29.12, Pueblo County, Colorado",Pueblo,1413,7,22.3,95% C.I.: 21.3 - 23.3,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
719,8101980100,"Census Tract 9801, Pueblo County, Colorado",Pueblo,0,7,,,"No Estimate, Population < 50",County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),"No Estimate, Population < 50",State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
720,8101002917,"Census Tract 29.17, Pueblo County, Colorado",Pueblo,2326,7,23.3,95% C.I.: 22.4 - 24.3,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
721,8101003106,"Census Tract 31.06, Pueblo County, Colorado",Pueblo,1005,7,25.2,95% C.I.: 24.2 - 26.2,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
722,8101003105,"Census Tract 31.05, Pueblo County, Colorado",Pueblo,2575,7,23.7,95% C.I.: 22.8 - 24.7,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
723,8101002915,"Census Tract 29.15, Pueblo County, Colorado",Pueblo,1752,7,23.1,95% C.I.: 22.2 - 24.1,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
724,8101002918,"Census Tract 29.18, Pueblo County, Colorado",Pueblo,4846,7,21.8,95% C.I.: 21 - 22.8,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
725,8101002913,"Census Tract 29.13, Pueblo County, Colorado",Pueblo,2696,7,23.2,95% C.I.: 22.3 - 24,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
726,8101002911,"Census Tract 29.11, Pueblo County, Colorado",Pueblo,2035,7,23.8,95% C.I.: 22.9 - 24.8,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",Pueblo,761,7,15.1,95% C.I.: 14.2 - 16,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Second Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
728,8101002600,"Census Tract 26, Pueblo County, Colorado",Pueblo,2707,7,26.2,95% C.I.: 25 - 27.6,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",Pueblo,4090,7,24.6,95% C.I.: 23.4 - 25.8,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
730,8101002000,"Census Tract 20, Pueblo County, Colorado",Pueblo,2513,7,26.9,95% C.I.: 25.6 - 28.2,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
731,8101001800,"Census Tract 18, Pueblo County, Colorado",Pueblo,1794,7,24.6,95% C.I.: 23.5 - 25.7,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,23.1,95% C.I.: 22 - 24.3,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,26.1,95% C.I.: 24.9 - 27.4,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,25.8,95% C.I.: 24.6 - 26.9,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,25,95% C.I.: 23.9 - 26.2,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,22.5,95% C.I.: 21.4 - 23.7,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,23.6,95% C.I.: 22.7 - 24.6,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,23.5,95% C.I.: 22.3 - 24.9,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,23.6,95% C.I.: 22.5 - 25.2,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,25.5,95% C.I.: 24.1 - 27,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,24.6,95% C.I.: 23.5 - 25.8,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,25.7,95% C.I.: 24.5 - 26.9,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,23.5,95% C.I.: 22.6 - 24.4,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,26.1,95% C.I.: 24.9 - 27.3,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,25.4,95% C.I.: 24.5 - 26.5,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,24.2,95% C.I.: 23.2 - 25.5,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,23.8,95% C.I.: 22.8 - 24.9,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,25.4,95% C.I.: 24.2 - 26.6,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,23.1,95% C.I.: 22 - 24.6,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,23.5,95% C.I.: 22.4 - 24.8,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,25.3,95% C.I.: 24.2 - 26.6,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,22.3,95% C.I.: 21.4 - 23.2,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,25,95% C.I.: 23.8 - 26.3,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,26.1,95% C.I.: 25 - 27.2,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,26.1,95% C.I.: 24.9 - 27.3,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,25.5,95% C.I.: 24.2 - 26.9,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,23.9,95% C.I.: 22.7 - 25.3,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,25.4,95% C.I.: 24.4 - 26.4,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,23.3,95% C.I.: 22.3 - 24.5,Second Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,22.9,95% C.I.: 22 - 23.8,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,20.9,95% C.I.: 20 - 22.1,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Fourth Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,23.7,95% C.I.: 22.8 - 24.6,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,27.7,95% C.I.: 26.3 - 29.1,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,26,95% C.I.: 24.8 - 27.3,Highest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,24.4,95% C.I.: 23.3 - 25.5,Middle Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,25.5,95% C.I.: 24.5 - 26.6,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,24.6,95% C.I.: 23.6 - 25.8,Fourth Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,22.4,95% C.I.: 21.4 - 23.6,Lowest Quintile,County/Regional Estimate 23.8% (95% C.I.: 20.9 - 26.7),Highest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,9.4,95% C.I.: 9 - 9.9,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,9.9,95% C.I.: 9.6 - 10.3,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,10.1,95% C.I.: 9.7 - 10.6,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,9.7,95% C.I.: 9.3 - 10.1,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",Douglas,5435,3,9.8,95% C.I.: 9.4 - 10.3,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",Douglas,3849,3,9.8,95% C.I.: 9.4 - 10.2,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",Douglas,5247,3,10.8,95% C.I.: 10.3 - 11.3,Fourth Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",Douglas,3998,3,10.7,95% C.I.: 10.3 - 11.1,Fourth Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",Douglas,5031,3,10.7,95% C.I.: 10.2 - 11.2,Fourth Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",Douglas,4429,3,11,95% C.I.: 10.6 - 11.4,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",Douglas,2280,3,11.6,95% C.I.: 11.2 - 12.1,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",Douglas,3692,3,10.2,95% C.I.: 9.7 - 10.6,Middle Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",Douglas,2680,3,9.6,95% C.I.: 9.2 - 10,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",Douglas,4320,3,9.5,95% C.I.: 9.1 - 10,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",Douglas,6051,3,9.8,95% C.I.: 9.3 - 10.3,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",Douglas,2844,3,10.1,95% C.I.: 9.6 - 10.5,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",Douglas,3042,3,11.4,95% C.I.: 10.9 - 11.9,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",Douglas,1575,3,10.5,95% C.I.: 10 - 11.1,Fourth Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",Douglas,5113,3,11,95% C.I.: 10.5 - 11.4,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",Douglas,7954,3,10.1,95% C.I.: 9.7 - 10.6,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",Douglas,4606,3,10.1,95% C.I.: 9.6 - 10.6,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",Douglas,2379,3,9.7,95% C.I.: 9.3 - 10.1,Lowest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",Douglas,2626,3,10,95% C.I.: 9.6 - 10.4,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",Douglas,3445,3,12.5,95% C.I.: 12 - 13,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",Douglas,6147,3,9.9,95% C.I.: 9.4 - 10.4,Second Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",Douglas,3731,3,10.3,95% C.I.: 9.9 - 10.8,Middle Quintile,County/Regional Estimate 10.7% (95% C.I.: 8.7 - 12.6),Lowest Quintile,State Estimate 17.3% (95% C.I.: 16.9 - 17.8)
