OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,PhysHealth_Census_Tract_Estimate,PhysHealth_Estimate_Confidence_Interval,PhysHealth_Map_Symbol_withinHSR,PhysHealth_County_Regional_Estimate,PhysHealth_Map_Symbol_State,PhysHealth_State_Estimate
704,8035014300,"Census Tract 143, Douglas County, Colorado",Douglas,698,3,7.3,95% C.I.: 7 - 7.7,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
705,8035014107,"Census Tract 141.07, Douglas County, Colorado",Douglas,2774,3,6.3,95% C.I.: 6.1 - 6.7,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
706,8035014122,"Census Tract 141.22, Douglas County, Colorado",Douglas,4962,3,6.4,95% C.I.: 6.1 - 6.7,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
707,8035014602,"Census Tract 146.02, Douglas County, Colorado",Douglas,2188,3,6.8,95% C.I.: 6.5 - 7.2,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
708,8035013901,"Census Tract 139.01, Douglas County, Colorado",Douglas,6007,3,6.4,95% C.I.: 6.1 - 6.9,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
709,8035014503,"Census Tract 145.03, Douglas County, Colorado",Douglas,4223,3,6.2,95% C.I.: 5.9 - 6.6,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
710,8035013909,"Census Tract 139.09, Douglas County, Colorado",Douglas,4640,3,6.3,95% C.I.: 6 - 6.7,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
711,8101003600,"Census Tract 36, Pueblo County, Colorado",Pueblo,1555,7,15.6,95% C.I.: 14.8 - 16.5,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
712,8101003500,"Census Tract 35, Pueblo County, Colorado",Pueblo,1697,7,18.6,95% C.I.: 17.6 - 19.7,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
713,8101002916,"Census Tract 29.16, Pueblo County, Colorado",Pueblo,2357,7,16.6,95% C.I.: 15.8 - 17.4,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
714,8101002914,"Census Tract 29.14, Pueblo County, Colorado",Pueblo,2439,7,17.4,95% C.I.: 16.5 - 18.4,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
715,8063962200,"Census Tract 9622, Kit Carson County, Colorado",Kit Carson,1005,5,16.2,95% C.I.: 13.7 - 19.2,Fourth Quintile,County/Regional Estimate 21.6% (95% C.I.: 7.2 - 36),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
716,8063962300,"Census Tract 9623, Kit Carson County, Colorado",Kit Carson,795,5,16.5,95% C.I.: 14.7 - 18.7,Highest Quintile,County/Regional Estimate 21.6% (95% C.I.: 7.2 - 36),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
717,8063962100,"Census Tract 9621, Kit Carson County, Colorado",Kit Carson,4254,5,18.3,95% C.I.: 15.6 - 22.1,Highest Quintile,County/Regional Estimate 21.6% (95% C.I.: 7.2 - 36),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
718,8101002912,"Census Tract 29.12, Pueblo County, Colorado",Pueblo,1413,7,14.9,95% C.I.: 14.2 - 15.8,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
719,8101980100,"Census Tract 9801, Pueblo County, Colorado",Pueblo,0,7,,,"No Estimate, Population < 50",County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),"No Estimate, Population < 50",State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
720,8101002917,"Census Tract 29.17, Pueblo County, Colorado",Pueblo,2326,7,16,95% C.I.: 15.3 - 16.8,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
721,8101003106,"Census Tract 31.06, Pueblo County, Colorado",Pueblo,1005,7,17.9,95% C.I.: 17 - 18.7,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
722,8101003105,"Census Tract 31.05, Pueblo County, Colorado",Pueblo,2575,7,16.8,95% C.I.: 16 - 17.6,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
723,8101002915,"Census Tract 29.15, Pueblo County, Colorado",Pueblo,1752,7,15.8,95% C.I.: 15.1 - 16.5,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
724,8101002918,"Census Tract 29.18, Pueblo County, Colorado",Pueblo,4846,7,15.4,95% C.I.: 14.7 - 16.1,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
725,8101002913,"Census Tract 29.13, Pueblo County, Colorado",Pueblo,2696,7,15.6,95% C.I.: 14.9 - 16.3,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
726,8101002911,"Census Tract 29.11, Pueblo County, Colorado",Pueblo,2035,7,16.9,95% C.I.: 16.2 - 17.7,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",Pueblo,761,7,8,95% C.I.: 7.4 - 8.6,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Second Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
728,8101002600,"Census Tract 26, Pueblo County, Colorado",Pueblo,2707,7,19.4,95% C.I.: 18.4 - 20.7,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",Pueblo,4090,7,17.5,95% C.I.: 16.5 - 18.5,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
730,8101002000,"Census Tract 20, Pueblo County, Colorado",Pueblo,2513,7,19.5,95% C.I.: 18.5 - 20.6,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
731,8101001800,"Census Tract 18, Pueblo County, Colorado",Pueblo,1794,7,17.3,95% C.I.: 16.4 - 18.2,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
732,8101001900,"Census Tract 19, Pueblo County, Colorado",Pueblo,1157,7,15.2,95% C.I.: 14.4 - 16.1,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
733,8101002400,"Census Tract 24, Pueblo County, Colorado",Pueblo,1348,7,20.1,95% C.I.: 19.2 - 21.2,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
734,8101001400,"Census Tract 14, Pueblo County, Colorado",Pueblo,977,7,19.1,95% C.I.: 18.1 - 20.2,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
735,8101001700,"Census Tract 17, Pueblo County, Colorado",Pueblo,3673,7,17.7,95% C.I.: 16.8 - 18.7,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",Pueblo,1716,7,14.4,95% C.I.: 13.6 - 15.3,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",Pueblo,1746,7,16.1,95% C.I.: 15.3 - 16.9,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
738,8101002300,"Census Tract 23, Pueblo County, Colorado",Pueblo,2791,7,17.6,95% C.I.: 16.7 - 18.8,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
739,8101002200,"Census Tract 22, Pueblo County, Colorado",Pueblo,1074,7,17.3,95% C.I.: 16.4 - 18.6,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
740,8101002100,"Census Tract 21, Pueblo County, Colorado",Pueblo,1224,7,17.5,95% C.I.: 16.5 - 18.6,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",Pueblo,2933,7,18,95% C.I.: 17.1 - 19.1,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
742,8101000200,"Census Tract 2, Pueblo County, Colorado",Pueblo,1492,7,18.9,95% C.I.: 17.9 - 19.9,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",Pueblo,3327,7,16.3,95% C.I.: 15.6 - 17,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
744,8101002700,"Census Tract 27, Pueblo County, Colorado",Pueblo,4073,7,19,95% C.I.: 18 - 20,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
745,8101001600,"Census Tract 16, Pueblo County, Colorado",Pueblo,1433,7,18.5,95% C.I.: 17.6 - 19.4,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",Pueblo,5347,7,17.3,95% C.I.: 16.5 - 18.3,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
747,8101000500,"Census Tract 5, Pueblo County, Colorado",Pueblo,1730,7,15.9,95% C.I.: 15.1 - 16.8,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
748,8101000800,"Census Tract 8, Pueblo County, Colorado",Pueblo,2169,7,18,95% C.I.: 17 - 19,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",Pueblo,2054,7,17.5,95% C.I.: 16.6 - 18.7,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
750,8101002500,"Census Tract 25, Pueblo County, Colorado",Pueblo,2351,7,15.6,95% C.I.: 14.8 - 16.6,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",Pueblo,1452,7,18.3,95% C.I.: 17.3 - 19.3,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",Pueblo,775,7,14.7,95% C.I.: 14 - 15.5,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
753,8101001000,"Census Tract 10, Pueblo County, Colorado",Pueblo,3647,7,18.2,95% C.I.: 17.3 - 19.3,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",Pueblo,3045,7,19,95% C.I.: 18.1 - 19.9,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",Pueblo,2417,7,16.5,95% C.I.: 15.7 - 17.4,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
756,8101001100,"Census Tract 11, Pueblo County, Colorado",Pueblo,1795,7,20,95% C.I.: 18.9 - 21.1,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",Pueblo,4798,7,17.3,95% C.I.: 16.4 - 18.4,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
758,8101003200,"Census Tract 32, Pueblo County, Colorado",Pueblo,2635,7,17.6,95% C.I.: 16.8 - 18.4,Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
759,8101000400,"Census Tract 4, Pueblo County, Colorado",Pueblo,2142,7,16.9,95% C.I.: 16.1 - 17.8,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",Pueblo,3238,7,16.3,95% C.I.: 15.6 - 17.1,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
761,8101000300,"Census Tract 3, Pueblo County, Colorado",Pueblo,2060,7,15.5,95% C.I.: 14.6 - 16.7,Lowest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",Pueblo,3512,7,16.2,95% C.I.: 15.5 - 16.9,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
763,8101001200,"Census Tract 12, Pueblo County, Colorado",Pueblo,1507,7,20.1,95% C.I.: 19 - 21.3,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
764,8101000600,"Census Tract 6, Pueblo County, Colorado",Pueblo,1591,7,19.4,95% C.I.: 18.4 - 20.5,Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",Pueblo,3515,7,17.5,95% C.I.: 16.6 - 18.4,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",Pueblo,2414,7,17.4,95% C.I.: 16.6 - 18.3,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
767,8101001500,"Census Tract 15, Pueblo County, Colorado",Pueblo,1798,7,17.1,95% C.I.: 16.3 - 18.1,Middle Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
768,8101000100,"Census Tract 1, Pueblo County, Colorado",Pueblo,2138,7,15.7,95% C.I.: 15 - 16.7,Second Quintile,County/Regional Estimate 16.7% (95% C.I.: 14.2 - 19.3),Highest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",Douglas,4486,3,6.1,95% C.I.: 5.7 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",Douglas,4516,3,6.3,95% C.I.: 6 - 6.6,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",Douglas,3780,3,6,95% C.I.: 5.7 - 6.4,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",Douglas,4257,3,6.1,95% C.I.: 5.8 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",Douglas,5435,3,5.6,95% C.I.: 5.3 - 5.9,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",Douglas,3849,3,6.2,95% C.I.: 5.9 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",Douglas,5247,3,5.9,95% C.I.: 5.6 - 6.3,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",Douglas,3998,3,6.3,95% C.I.: 6 - 6.7,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",Douglas,5031,3,5.5,95% C.I.: 5.3 - 5.9,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",Douglas,4429,3,6.5,95% C.I.: 6.2 - 6.8,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",Douglas,2280,3,7.1,95% C.I.: 6.8 - 7.5,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",Douglas,3692,3,6.1,95% C.I.: 5.8 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",Douglas,2680,3,5.8,95% C.I.: 5.5 - 6.2,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",Douglas,4320,3,5.8,95% C.I.: 5.5 - 6.1,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",Douglas,6051,3,5.7,95% C.I.: 5.4 - 6.2,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",Douglas,2844,3,5.9,95% C.I.: 5.6 - 6.3,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",Douglas,3042,3,7,95% C.I.: 6.6 - 7.4,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",Douglas,1575,3,6.3,95% C.I.: 5.9 - 6.8,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",Douglas,5113,3,6.2,95% C.I.: 5.9 - 6.6,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",Douglas,7954,3,6.1,95% C.I.: 5.7 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",Douglas,4606,3,6,95% C.I.: 5.7 - 6.4,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",Douglas,2379,3,5.5,95% C.I.: 5.2 - 5.8,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",Douglas,2626,3,5.9,95% C.I.: 5.7 - 6.2,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",Douglas,3445,3,7.3,95% C.I.: 7 - 7.8,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",Douglas,6147,3,6,95% C.I.: 5.7 - 6.4,Second Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",Douglas,3731,3,6.4,95% C.I.: 6 - 6.8,Highest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
795,8035014125,"Census Tract 141.25, Douglas County, Colorado",Douglas,3026,3,6.1,95% C.I.: 5.8 - 6.5,Middle Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
796,8035014005,"Census Tract 140.05, Douglas County, Colorado",Douglas,3350,3,5.7,95% C.I.: 5.4 - 6.1,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
797,8035014007,"Census Tract 140.07, Douglas County, Colorado",Douglas,2545,3,4.6,95% C.I.: 4.3 - 5.1,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
798,8035014011,"Census Tract 140.11, Douglas County, Colorado",Douglas,2047,3,5.7,95% C.I.: 5.4 - 6.2,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
799,8035014506,"Census Tract 145.06, Douglas County, Colorado",Douglas,3286,3,6.3,95% C.I.: 6 - 6.7,Fourth Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
800,8035014604,"Census Tract 146.04, Douglas County, Colorado",Douglas,2684,3,5.7,95% C.I.: 5.4 - 6,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 4.6 - 7),Lowest Quintile,State Estimate 9.4% (95% C.I.: 9.0 - 9.7)
